"idx","cond_no","cons","eng","pos","syl","vow","place","manner","context","lex","ph","asp","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","key_resp_4.keys","key_resp_4.rt","key_resp_7.keys","key_resp_7.rt","date","frameRate","expName","participant"
142,40,"n","pound","n","cvncv","ʏ","coronal","nasal","ccv","punda","pʰʏnta","no",0,47,47,43,"space",2.1536540985,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
143,40,"n","pound","n","cvncv","ʏ","coronal","nasal","ccv","punda","pʰʏnta","no",0,47,47,43,"space",1.902878046,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
144,40,"n","pound","n","cvncv","ʏ","coronal","nasal","ccv","punda","pʰʏnta","no",0,47,47,43,"space",1.7528162003,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
145,55,"p","navel","n","cvccv","a","labial","stop","ccv","nafla","napla","no",0,48,48,53,"space",2.5041642189,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
146,55,"p","navel","n","cvccv","a","labial","stop","ccv","nafla","napla","no",0,48,48,53,"space",1.634649992,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
147,55,"p","navel","n","cvccv","a","labial","stop","ccv","nafla","napla","no",0,48,48,53,"space",2.2038660049,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
148,1,"ʰk","cook","n","cvcc","o","velar","stop","cc","kokk","kʰoʰk","yes",0,49,49,0,"space",3.1869440079,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
149,1,"ʰk","cook","n","cvcc","o","velar","stop","cc","kokk","kʰoʰk","yes",0,49,49,0,"space",2.0363099575,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
150,1,"ʰk","cook","n","cvcc","o","velar","stop","cc","kokk","kʰoʰk","yes",0,49,49,0,"space",2.0535879135,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
151,43,"t","smart","adj","cvcc","i","coronal","stop","cc","fínn","fitn̥","yes",0,50,50,28,"space",1.9029760361,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
152,43,"t","smart","adj","cvcc","i","coronal","stop","cc","fínn","fitn̥","yes",0,50,50,28,"space",2.0866029263,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
153,43,"t","smart","adj","cvcc","i","coronal","stop","cc","fínn","fitn̥","yes",0,50,50,28,"space",2.1849517822,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
154,21,"s","fat","adj","cvvcc","ei","coronal","stop","cc","feits","feiss","no",0,51,51,18,"space",2.5032451153,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
155,21,"s","fat","adj","cvvcc","ei","coronal","stop","cc","feits","feiss","no",0,51,51,18,"space",1.5359008312,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
156,21,"s","fat","adj","cvvcc","ei","coronal","stop","cc","feits","feiss","no",0,51,51,18,"space",1.8536729813,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
157,49,"r̥","energy","n","vrcv","o","coronal","rhotic","ccv","orka","or̥ka","yes",0,52,52,47,"space",2.102959156,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
158,49,"r̥","energy","n","vrcv","o","coronal","rhotic","ccv","orka","or̥ka","yes",0,52,52,47,"space",2.0530209541,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
159,49,"r̥","energy","n","vrcv","o","coronal","rhotic","ccv","orka","or̥ka","yes",0,52,52,47,"space",1.8532891274,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
160,8,"tt","width","n","cvcc","i","coronal","stop","cc","vídd","vitt","no",0,53,53,7,"space",2.08710289,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
161,8,"tt","width","n","cvcc","i","coronal","stop","cc","vídd","vitt","no",0,53,53,7,"space",2.2024149895,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
162,8,"tt","width","n","cvcc","i","coronal","stop","cc","vídd","vitt","no",0,53,53,7,"space",1.5529448986,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
163,17,"s","sweet","adj","cvvcc","ai","coronal","stop","cc","sæts","saiss","no",0,54,54,14,"space",2.7366189957,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
164,17,"s","sweet","adj","cvvcc","ai","coronal","stop","cc","sæts","saiss","no",0,54,54,14,"space",1.6027219296,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
165,17,"s","sweet","adj","cvvcc","ai","coronal","stop","cc","sæts","saiss","no",0,54,54,14,"space",2.3848650456,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
166,12,"tt","feed","v","cvccv","ai","coronal","stop","ccv","fæddi","faitti","no",0,55,55,33,"space",1.9363069534,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
167,12,"tt","feed","v","cvccv","ai","coronal","stop","ccv","fæddi","faitti","no",0,55,55,33,"space",2.002835989,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
168,12,"tt","feed","v","cvccv","ai","coronal","stop","ccv","fæddi","faitti","no",0,55,55,33,"space",1.6861281395,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
