"idx","cond_no","cons","eng","pos","syl","vow","place","manner","context","lex","ph","asp","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","key_resp_4.keys","key_resp_4.rt","key_resp_7.keys","key_resp_7.rt","date","frameRate","expName","participant"
144,35,"m̥","moustache","n","cvncv","a","labial","nasal","ccv","kampa","kʰam̥pa","yes",0,47,47,38,"space",2.002986908,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
145,32,"n","pound","n","cvnc","ʏ","coronal","nasal","cc","pund","pʰʏnt","no",0,48,48,25,"space",1.9864881039,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
146,32,"n","pound","n","cvnc","ʏ","coronal","nasal","cc","pund","pʰʏnt","no",0,48,48,25,"space",1.6169860363,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
147,32,"n","pound","n","cvnc","ʏ","coronal","nasal","cc","pund","pʰʏnt","no",0,48,48,25,"space",1.8346140385,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
148,48,"l","castrate","v","cvlcv","e","coronal","lateral","ccv","gelda","kelta","no",0,49,49,46,"space",1.6527709961,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
149,48,"l","castrate","v","cvlcv","e","coronal","lateral","ccv","gelda","kelta","no",0,49,49,46,"space",2.036329031,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
150,48,"l","castrate","v","cvlcv","e","coronal","lateral","ccv","gelda","kelta","no",0,49,49,46,"space",1.6861968041,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
151,30,"m","comb","n","cvnc","a","labial","nasal","cc","kamb","kʰamp","no",0,50,50,23,"space",3.0042028427,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
152,30,"m","comb","n","cvnc","a","labial","nasal","cc","kamb","kʰamp","no",0,50,50,23,"space",1.5369210243,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
153,30,"m","comb","n","cvnc","a","labial","nasal","cc","kamb","kʰamp","no",0,50,50,23,"space",1.5364928246,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
154,50,"r","scream","n","vrcv","o","coronal","rhotic","ccv","orga","orka","no",0,51,51,48,"space",2.3530788422,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
155,50,"r","scream","n","vrcv","o","coronal","rhotic","ccv","orga","orka","no",0,51,51,48,"space",1.5865609646,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
156,50,"r","scream","n","vrcv","o","coronal","rhotic","ccv","orga","orka","no",0,51,51,48,"space",1.8861610889,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
157,26,"kk","barrel","n","cvccv","a","velar","stop","ccv","kagga","kʰakka","no",0,52,52,35,"space",2.5199110508,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
158,26,"kk","barrel","n","cvccv","a","velar","stop","ccv","kagga","kʰakka","no",0,52,52,35,"space",1.1342940331,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
159,26,"kk","barrel","n","cvccv","a","velar","stop","ccv","kagga","kʰakka","no",0,52,52,35,"space",1.6194689274,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
160,22,"ʰt","fat","adj","cvvcc","ei","coronal","stop","cc","feitt","feiʰt","yes",0,53,53,19,"space",1.8026669025,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
161,22,"ʰt","fat","adj","cvvcc","ei","coronal","stop","cc","feitt","feiʰt","yes",0,53,53,19,"space",1.286662817,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
162,22,"ʰt","fat","adj","cvvcc","ei","coronal","stop","cc","feitt","feiʰt","yes",0,53,53,19,"space",1.2356741428,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
163,57,"p","part","n","cvccv","a","labial","stop","ccv","kafli","kapli","no",0,54,54,55,"space",3.0380859375,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
164,57,"p","part","n","cvccv","a","labial","stop","ccv","kafli","kapli","no",0,54,54,55,"space",1.335973978,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
165,57,"p","part","n","cvccv","a","labial","stop","ccv","kafli","kapli","no",0,54,54,55,"space",1.5703001022,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
166,3,"ʰk","dark","agg","cvcc","œ","velar","stop","cc","dökk","tœʰk","yes",0,55,55,2,"space",2.4031748772,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
167,3,"ʰk","dark","agg","cvcc","œ","velar","stop","cc","dökk","tœʰk","yes",0,55,55,2,"space",1.9194688797,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
168,3,"ʰk","dark","agg","cvcc","œ","velar","stop","cc","dökk","tœʰk","yes",0,55,55,2,"space",1.8870310783,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
169,33,"m̥","comb","v","cvcc","e","labial","nasal","cc","kembt","kem̥t","yes",0,56,56,26,"space",2.5366210938,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
170,33,"m̥","comb","v","cvcc","e","labial","nasal","cc","kembt","kem̥t","yes",0,56,56,26,"space",2.0197379589,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
171,33,"m̥","comb","v","cvcc","e","labial","nasal","cc","kembt","kem̥t","yes",0,56,56,26,"space",1.7193927765,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
172,41,"n̥","want","v","cvccv","a","coronal","nasal","ccv","vanta","van̥ta","yes",0,57,57,44,"space",2.2206699848,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
173,41,"n̥","want","v","cvccv","a","coronal","nasal","ccv","vanta","van̥ta","yes",0,57,57,44,"space",1.9193890095,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
174,41,"n̥","want","v","cvccv","a","coronal","nasal","ccv","vanta","van̥ta","yes",0,57,57,44,"space",1.8178989887,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
175,9,"ʰt","thaw","v","cvcc","i","coronal","stop","cc","þítt","θiʰt","yes",0,58,58,8,"space",2.6372990608,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
176,9,"ʰt","thaw","v","cvcc","i","coronal","stop","cc","þítt","θiʰt","yes",0,58,58,8,"space",1.9029960632,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
177,9,"ʰt","thaw","v","cvcc","i","coronal","stop","cc","þítt","θiʰt","yes",0,58,58,8,"space",1.8037979603,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
178,16,"tt","fast","adv","vcc","o","coronal","stop","cc","odd","ott","no",0,59,59,13,"space",1.9362308979,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
179,16,"tt","fast","adv","vcc","o","coronal","stop","cc","odd","ott","no",0,59,59,13,"space",1.9696400166,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
180,16,"tt","fast","adv","vcc","o","coronal","stop","cc","odd","ott","no",0,59,59,13,"space",2.0529670715,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
,,,,,,,,,,,,,,,,,,,"space",89.8291110992,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
